"","hospitalId","sector","name","city","county","pcds","lat","long","trustId","trustName","hasIcu","hasAccidentAndEmergency","hasSurgicalDepartment"
"14","NT204","Independent Sector","Nuffield Health, Brentwood Hospital","Brentwood","Essex","CM15 8EH",51.6233329772949,0.312835305929184,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"15","NT205","Independent Sector","Nuffield Health, Brighton Hospital","Brighton","","BN2 6DX",50.8345184326172,-0.0819105133414268,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"16","NT206","Independent Sector","Nuffield Health, Bristol Hospital (Chesterfield)","Bristol","Avon","BS8 1BN",51.4536094665527,-2.61598443984985,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"17","NT209","Independent Sector","Nuffield Health, Cambridge Hospital","Cambridge","Cambridgeshire","CB2 8AF",52.1903533935547,0.123558595776558,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"18","NT210","Independent Sector","Nuffield Health, The Grosvenor Hospital, Chester","Chester","Cheshire","CH4 7QP",53.1763458251953,-2.89524674415588,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"19","NT211","Independent Sector","Nuffield Health, Cheltenham Hospital","Cheltenham","Gloucestershire","GL51 6SY",51.8919296264648,-2.12990546226501,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"20","NT212","Independent Sector","Nuffield Health, Chichester Hospital","Chichester","","PO19 6WB",50.8479804992676,-0.780013144016266,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"21","NT213","Independent Sector","Nuffield Health, Derby Hospital","Derby","Derbyshire","DE23 4SN",52.8935508728027,-1.53015518188477,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"22","NT214","Independent Sector","Nuffield Health, Wessex Hospital","Eastleigh","Hampshire","SO53 2DW",50.9969749450684,-1.35935091972351,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"23","NT215","Independent Sector","Nuffield Health, Exeter Hospital","Exeter","Devon","EX2 4UG",50.7163162231445,-3.51127171516418,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"24","NT216","Independent Sector","Nuffield Health, Guildford Hospital","Guildford","Surrey","GU2 7RF",51.2416534423828,-0.61254358291626,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"25","NT218","Independent Sector","Nuffield Health, Haywards Heath Hospital","Haywards Heath","","RH16 1UD",51.0084037780762,-0.106121420860291,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"26","NT219","Independent Sector","Nuffield Health, Hereford Hospital","Hereford","Herefordshire","HR1 1DF",52.0639381408691,-2.69995450973511,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"27","NT222","Independent Sector","Nuffield Health, Ipswich Hospital","Ipswich","Suffolk","IP4 5SW",52.0475196838379,1.22894585132599,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"28","NT224","Independent Sector","Nuffield Health, Warwickshire Hospital","Leamington Spa","Warwickshire","CV32 6RW",52.3084983825684,-1.54386508464813,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"29","NT225","Independent Sector","Nuffield Health, Leeds Hospital","Leeds","West Yorkshire","LS1 3EB",53.8006591796875,-1.5542573928833,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"30","NT226","Independent Sector","Nuffield Health, Leicester Hospital","Leicester","Leicestershire","LE5 1HY",52.6442565917969,-1.07129549980164,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"31","NT229","Independent Sector","Nuffield Health, Newcastle-upon-Tyne Hospital","Newcastle Upon Tyne","","NE2 1JP",54.9866142272949,-1.6052770614624,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"32","NT230","Independent Sector","Nuffield Health, North Staffordshire Hospital","Newcastle Under Lyme","Staffordshire","ST5 4DB",52.9874076843262,-2.22302770614624,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"33","NT233","Independent Sector","Nuffield Health, Plymouth Hospital","Plymouth","Devon","PL6 8BG",50.4186744689941,-4.11444807052612,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"34","NT235","Independent Sector","Nuffield Health, Shrewsbury Hospital","Shrewsbury","Shropshire","SY3 9DP",52.6922569274902,-2.77144050598145,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"35","NT237","Independent Sector","Nuffield Health, Tees Hospital","Stockton-on-Tees","Cleveland","TS20 1PX",54.5934257507324,-1.33521854877472,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"36","NT238","Independent Sector","Nuffield Health, Taunton Hospital","Taunton","Somerset","TA2 6AN",51.0298461914062,-3.12689781188965,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"37","NT239","Independent Sector","Nuffield Health, Tunbridge Wells Hospital","Tunbridge Wells","Kent","TN2 4UL",51.131519317627,0.278053015470505,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"38","NT241","Independent Sector","Nuffield Health, Woking Hospital","Woking","Surrey","GU21 4BY",51.3322105407715,-0.561365902423859,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"39","NT242","Independent Sector","Nuffield Health, Wolverhampton Hospital","Wolverhampton","","WV6 8LE",52.5934638977051,-2.17152237892151,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"40","NT244","Independent Sector","Nuffield Health, The Manor Hospital, Oxford","Oxford","Oxfordshire","OX3 7RP",51.7604446411133,-1.21551871299744,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"41","NT245","Independent Sector","Nuffield Health, York Hospital","York","North Yorkshire","YO31 8TA",53.9747009277344,-1.07555985450745,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"42","NT301","Independent Sector","Spire South Bank Hospital","Worcester","Worcestershire","WR5 3YB",52.1810874938965,-2.21623229980469,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"43","NT302","Independent Sector","Spire Bristol Hospital","Bristol","","BS6 6UT",51.4720497131348,-2.61485075950623,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"44","NT304","Independent Sector","Spire Southampton Hospital","Southampton","Hampshire","SO16 6UY",50.9306106567383,-1.43271434307098,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"45","NT305","Independent Sector","Spire Portsmouth Hospital","Havant","Hampshire","PO9 5NP",50.8685913085938,-0.955126106739044,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"46","NT308","Independent Sector","Spire Gatwick Park Hospital","Horley","Surrey","RH6 0BB",51.1676826477051,-0.183382451534271,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"47","NT309","Independent Sector","Spire Sussex Hospital","St. Leonards-on-Sea","","TN37 7RE",50.8853721618652,0.567722082138062,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"48","NT310","Independent Sector","Spire Tunbridge Wells Hospital","Tunbridge Wells","Kent","TN3 0RD",51.1345138549805,0.188159763813019,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"49","NT312","Independent Sector","Spire Alexandra Hospital","Chatham","Kent","ME5 9PG",51.3279342651367,0.526541173458099,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"50","NT313","Independent Sector","Spire Wellesley Hospital","Southend-on-Sea","Essex","SS2 4XH",51.5543937683105,0.727603077888489,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"51","NT314","Independent Sector","Spire London East Hospital","Ilford","Essex","IG4 5PZ",51.5871543884277,0.0430779606103897,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"52","NT315","Independent Sector","Spire Bushey Hospital","Bushey","Hertfordshire","WD23 1RD",51.6373405456543,-0.331717818975449,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"53","NT316","Independent Sector","Spire Harpenden Hospital","Harpenden","","AL5 4BP",51.8281288146973,-0.360377460718155,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"54","NT317","Independent Sector","Spire Cambridge Lea Hospital","Cambridge","Cambridgeshire","CB24 9EL",52.2447624206543,0.113378502428532,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"55","NT318","Independent Sector","Spire Norwich Hospital","Norwich","Norfolk","NR4 7TD",52.6271209716797,1.22576570510864,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"56","NT319","Independent Sector","Spire Hartswood Hospital","Brentwood","Essex","CM13 3LE",51.600414276123,0.293041914701462,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"57","NT320","Independent Sector","Spire Parkway Hospital","Solihull","West Midlands","B91 2PP",52.4218864440918,-1.76312160491943,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"58","NT321","Independent Sector","Spire Little Aston Hospital","Sutton Coldfield","","B74 3UP",52.599609375,-1.87556886672974,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"59","NT322","Independent Sector","Spire Leicester Hospital","Leicester","Leicestershire","LE2 2FF",52.6146659851074,-1.08345675468445,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"60","NT324","Independent Sector","Spire Cheshire Hospital","Warrington","Cheshire","WA4 4LU",53.337474822998,-2.57632970809937,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"61","NT325","Independent Sector","Spire Murrayfield Hospital","Wirral","Merseyside","CH61 1AU",53.3492774963379,-3.0800986289978,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"62","NT327","Independent Sector","Spire Manchester Hospital","Manchester","Greater Manchester","M20 2AF",53.4252319335938,-2.25366497039795,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"63","NT332","Independent Sector","Spire Leeds Hospital","Leeds","West Yorkshire","LS8 1NT",53.8324699401855,-1.51391303539276,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"64","NT333","Independent Sector","Spire Washington Hospital","Washington","Tyne and Wear","NE38 9JZ",54.8793678283691,-1.55910074710846,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"65","NT337","Independent Sector","Spire Liverpool Hospital","Liverpool","","L18 1HQ",53.3852767944336,-2.92410230636597,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"66","NT339","Independent Sector","Spire Regency Hospital","Macclesfield","Cheshire","SK11 8DW",53.2601280212402,-2.13779950141907,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"67","NT343","Independent Sector","Spire Thames Valley Hospital","Slough","Berkshire","SL3 6NH",51.5427894592285,-0.572400808334351,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"68","NT344","Independent Sector","Spire Dunedin Hospital","Reading","Berkshire","RG1 6NS",51.4502220153809,-0.986806392669678,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"69","NT345","Independent Sector","Spire Clare Park Hospital","Farnham","Surrey","GU10 5XX",51.2251281738281,-0.847474157810211,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"70","NT347","Independent Sector","Spire Fylde Coast Hospital","Blackpool","Lancashire","FY3 8BP",53.826057434082,-3.01957058906555,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"71","NT348","Independent Sector","Spire Elland Hospital","Elland","West Yorkshire","HX5 9EB",53.688777923584,-1.8289133310318,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"72","NT350","Independent Sector","Spire Methley Park Hospital","Leeds","West Yorkshire","LS26 9HG",53.7404441833496,-1.4233101606369,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"73","NT351","Independent Sector","Spire Hull and East Riding Hospital","Hull","","HU10 7AZ",53.7392539978027,-0.435012012720108,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"74","NT364","Independent Sector","The Montefiore Hospital","Hove","East Sussex","BN3 1RD",50.8318557739258,-0.154885277152061,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"75","NT401","Independent Sector","BMI The Alexandra Hospital","Cheadle","Cheshire","SK8 2PX",53.3972663879395,-2.21581315994263,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"76","NT402","Independent Sector","BMI Bath Clinic","Bath","","BA2 7BR",51.3642845153809,-2.33202195167542,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"77","NT403","Independent Sector","BMI The Beardwood Hospital","Blackburn","Lancashire","BB2 7AE",53.7550430297852,-2.5131618976593,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"78","NT404","Independent Sector","BMI The Beaumont Hospital","Bolton","Lancashire","BL6 4LA",53.5798225402832,-2.49910449981689,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"79","NT405","Independent Sector","BMI Bishops Wood Hospital","Northwood","Middlesex","HA6 2JW",51.6164512634277,-0.446507066488266,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"80","NT406","Independent Sector","BMI The Blackheath Hospital","London","","SE3 9UD",51.4634742736816,0.00627934141084552,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"81","NT408","Independent Sector","BMI The Chaucer Hospital","Canterbury","Kent","CT4 7AR",51.26171875,1.08745932579041,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"82","NT409","Independent Sector","BMI Chelsfield Park Hospital","Orpington","Kent","BR6 7RG",51.3584671020508,0.130860954523087,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"83","NT410","Independent Sector","BMI The Chiltern Hospital","Great Missenden","Buckinghamshire","HP16 0EN",51.6905326843262,-0.693654179573059,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"84","NT411","Independent Sector","BMI The Clementine Churchill Hospital","Harrow","Middlesex","HA1 3RX",51.5649681091309,-0.332694321870804,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"85","NT412","Independent Sector","BMI The Droitwich Spa Hospital","Droitwich","Worcestershire","WR9 8DN",52.2655372619629,-2.15086627006531,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"86","NT413","Independent Sector","BMI The Esperance Hospital","Eastbourne","","BN21 3BG",50.76611328125,0.287030458450317,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"87","NT414","Independent Sector","BMI Fawkham Manor Hospital","Longfield","Kent","DA3 8ND",51.3729057312012,0.286065489053726,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"88","NT416","Independent Sector","BMI Hendon Hospital","London","","NW4 1RP",51.5937118530273,-0.224589705467224,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"89","NT417","Independent Sector","BMI Goring Hall Hospital","Worthing","West Sussex","BN12 5AT",50.8113899230957,-0.431818693876266,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"90","NT419","Independent Sector","BMI The Harbour Hospital","Poole","Dorset","BH15 2BH",50.7220077514648,-1.97568118572235,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"91","NT420","Independent Sector","BMI The Highfield Hospital","Rochdale","Lancashire","OL11 4LZ",53.6065063476562,-2.16749024391174,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"92","NT421","Independent Sector","BMI The Kings Oak Hospital","Enfield","Middlesex","EN2 8SD",51.6679000854492,-0.105554051697254,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"93","NT422","Independent Sector","BMI The London Independent Hospital","London","","E1 4NL",51.5204010009766,-0.0467299558222294,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"94","NT423","Independent Sector","BMI The Manor Hospital","Biddenham","Bedfordshire","MK40 4AW",52.1383857727051,-0.513136744499207,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"95","NT424","Independent Sector","BMI The Meriden Hospital","Coventry","Warwickshire","CV2 2LQ",52.421215057373,-1.43838858604431,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"96","NT427","Independent Sector","BMI The Park Hospital","Arnold","Nottinghamshire","NG5 8RX",53.0500946044922,-1.14287126064301,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"97","NT428","Independent Sector","BMI The Princess Margaret Hospital","Windsor","Berkshire","SL4 3SJ",51.4746971130371,-0.610265970230103,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"98","NT429","Independent Sector","BMI The Priory Hospital","Birmingham","West Midlands","B5 7UG",52.4564323425293,-1.91140866279602,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"99","NT430","Independent Sector","BMI The Ridgeway Hospital","Swindon","Wiltshire","SN4 9DD",51.5253295898438,-1.78614664077759,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"100","NT431","Independent Sector","BMI The Runnymede Hospital","Chertsey","Surrey","KT16 0RQ",51.3779754638672,-0.524110198020935,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"101","NT432","Independent Sector","BMI The Sandringham Hospital","King's Lynn","Norfolk","PE30 4HJ",52.7578201293945,0.447176158428192,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"102","NT433","Independent Sector","BMI Sarum Road Hospital","Winchester","Hampshire","SO22 5HA",51.0613021850586,-1.33849430084229,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"103","NT434","Independent Sector","BMI The Saxon Clinic","Milton Keynes","Buckinghamshire","MK6 5LR",52.0256156921387,-0.740350008010864,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"104","NT435","Independent Sector","BMI The Shelburne Hospital","High Wycombe","Buckinghamshire","HP11 2TR",51.6263771057129,-0.754729986190796,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"105","NT436","Independent Sector","BMI Shirley Oaks Hospital","Croydon","Surrey","CR9 8AB",51.3823013305664,-0.0563377290964127,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"106","NT437","Independent Sector","BMI The Sloane Hospital","Beckenham","Kent","BR3 5HS",51.408332824707,-0.00434595858678222,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"107","NT440","Independent Sector","BMI Thornbury Hospital","Sheffield","","S10 3BR",53.3745193481445,-1.51726102828979,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"108","NT441","Independent Sector","BMI Three Shires Hospital","Northampton","Northamptonshire","NN1 5DR",52.2361450195312,-0.87430864572525,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"109","NT443","Independent Sector","BMI The Winterbourne Hospital","Dorchester","Dorset","DT1 2DR",50.7010231018066,-2.44185304641724,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"110","NT445","Independent Sector","BMI The Edgbaston Hospital","Birmingham","West Midlands","B15 2QQ",52.4575881958008,-1.93287801742554,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"111","NT446","Independent Sector","BMI Bury St Edmunds Hospital","Bury St. Edmunds","Suffolk","IP33 2AA",52.2400779724121,0.719400405883789,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"112","NT447","Independent Sector","BMI The Duchy Hospital","Harrogate","North Yorkshire","HG2 0HF",53.9875717163086,-1.54779648780823,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"113","NT448","Independent Sector","BMI The Huddersfield Hospital","Huddersfield","West Yorkshire","HD2 2BL",53.6583518981934,-1.7987277507782,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"114","NT449","Independent Sector","BMI The Lancaster Hospital","Lancaster","Lancashire","LA1 3RH",54.0431976318359,-2.79539322853088,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"115","NT450","Independent Sector","BMI The Lincoln Hospital","Lincoln","Lincolnshire","LN2 1QU",53.2380828857422,-0.533085405826569,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"116","NT451","Independent Sector","BMI The Cavell Hospital","Enfield","Middlesex","EN2 7PR",51.6592254638672,-0.101346962153912,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"117","NT455","Independent Sector","BMI Mount Alvernia Hospital","Guildford","Surrey","GU1 3LX",51.2357482910156,-0.564204454421997,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"118","NT490","Independent Sector","BMI Southend Private Hospital","Westcliff-on-Sea","Essex","SS0 9AG",51.5500297546387,0.69976007938385,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"119","NT497","Independent Sector","BMI Gisburne Park Hospital","Clitheroe","Lancashire","BB7 4HX",53.9433288574219,-2.26754307746887,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"120","NT708","Independent Sector","Royal Hospital Haslar","Gosport","Hampshire","PO12 2AA",50.786018371582,-1.12463188171387,"NT7","Netcare Healthcare UK",FALSE,FALSE,FALSE
"121","NTE02","Independent Sector","St Hugh's Hospital","Grimsby","South Humberside","DN32 9RP",53.5510520935059,-0.0738050788640976,"NTE","Claremont & St Hugh's Hospitals (Hmt)",FALSE,FALSE,FALSE
"122","NTN03","Independent Sector","Priory Hospital Hemel Hempstead","Hemel Hempstead","Hertfordshire","HP3 0BN",51.7324104309082,-0.498069763183594,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"123","NTN04","Independent Sector","Heathfield","Heathfield","East Sussex","TN21 8UN",50.9819259643555,0.306597054004669,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"124","NTN05","Independent Sector","Priory Hospital Ticehurst ","Wadhurst","East Sussex","TN5 7HU",51.0495529174805,0.398391991853714,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"125","NTN07","Independent Sector","Priory Hospital Chelmsford","Chelmsford","Essex","CM1 7SJ",51.7431793212891,0.487775713205338,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"126","NTN08","Independent Sector","Woodbourne Priory Hospital","Birmingham","West Midlands","B17 8BY",52.4716949462891,-1.9558070898056,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"127","NTN09","Independent Sector","Priory Hospital Hayes Grove","Bromley","Kent","BR2 7AS",51.3730812072754,0.0145953521132469,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"128","NTN10","Independent Sector","Priory Hospital Roehampton","London","","SW15 5JJ",51.4625396728516,-0.251494705677032,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"129","NTN11","Independent Sector","Priory Hospital Woking","Woking","Surrey","GU21 2QF",51.31982421875,-0.622614145278931,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"130","NTN12","Independent Sector","Priory Hospital Southampton","Southampton","Hampshire","SO40 4WU",50.8796310424805,-1.44760763645172,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"131","NTN13","Independent Sector","Priory Hospital Altrincham","Altrincham","Cheshire","WA15 0NU",53.3655776977539,-2.33195185661316,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"132","NTN14","Independent Sector","Priory Hospital Preston","Preston","Lancashire","PR4 0HB",53.8020057678223,-2.78532338142395,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"133","NTN15","Independent Sector","Priory Hospital North London","London","","N14 6RA",51.6302719116211,-0.120334625244141,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"134","NTN23","Independent Sector","Priory Hospital Cheadle Royal","Cheadle","Cheshire","SK8 3DG",53.3749389648438,-2.2214720249176,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"135","NTN24","Independent Sector","Priory Hospital Middleton St George","Darlington","Durham","DL2 1TS",54.5171089172363,-1.43314242362976,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"136","NTN38","Independent Sector","Priory Hospital Bristol","Bristol","Avon","BS16 1EQ",51.479736328125,-2.56675744056702,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"137","NTP11","Independent Sector","Southampton NHS Treatment Centre","Southampton","Hampshire","SO14 0YG",50.9123916625977,-1.39706242084503,"NTP","Care UK",FALSE,FALSE,FALSE
"138","NTP15","Independent Sector","North East London NHS Treatment Centre","Ilford","Essex","IG3 8YB",51.5805435180664,0.112121284008026,"NTP","Care UK",FALSE,FALSE,FALSE
"139","NTY48","Independent Sector","Tetbury Hospital","Tetbury","Gloucestershire","GL8 8XB",51.6351776123047,-2.15472936630249,"NTY","Other Private Healthcare Providers",FALSE,FALSE,TRUE
"140","NTY93","Independent Sector","Tarporley War Memorial Hospital Trust","Tarporley","Cheshire","CW6 0AP",53.1592216491699,-2.66672348976135,"NTY","Other Private Healthcare Providers",FALSE,FALSE,FALSE
"141","NT457","Independent Sector","BMI Woodlands Hospital","Darlington","Durham","DL1 4PL",54.5203628540039,-1.50465571880341,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"142","NTYF2","Independent Sector","Optegra Eye Hospital Birmingham","Birmingham","West Midlands","B4 7ET",52.4866409301758,-1.8909375667572,"NNH","Optegra UK",FALSE,FALSE,FALSE
"143","NV201","Independent Sector","The Huntercombe Hospital Maidenhead","Maidenhead","Berkshire","SL6 0PQ",51.5187950134277,-0.659095942974091,"NV2","The Huntercombe Group",FALSE,FALSE,FALSE
"144","NV203","Independent Sector","The Huntercombe Hospital Stafford","Stafford","Staffordshire","ST19 9QT",52.6944122314453,-2.23326301574707,"NV2","The Huntercombe Group",FALSE,FALSE,FALSE
"145","NV302","Independent Sector","Circle Bath Hospital","Bath","","BA2 8SF",51.311710357666,-2.41733407974243,"NV3","Circle Health",FALSE,FALSE,FALSE
"146","NV323","Independent Sector","Circle Reading Hospital","Reading","","RG2 0NE",51.4293327331543,-0.976393759250641,"NV3","Circle Health",FALSE,FALSE,FALSE
"147","NV7R1","Independent Sector","Bupa Cromwell Hospital","London","","SW5 0TU",51.4951057434082,-0.191370829939842,"NV7","Bupa Group",FALSE,FALSE,FALSE
