"hospitalId","sector","name","pcds","lat","long","trustId","trustName","hasIcu","hasAccidentAndEmergency","hasSurgicalDepartment"
"NTN08","Independent Sector","Woodbourne Priory Hospital","B17 8BY",52.4716949462891,-1.9558070898056,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN09","Independent Sector","Priory Hospital Hayes Grove","BR2 7AS",51.3730812072754,0.0145953521132469,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN10","Independent Sector","Priory Hospital Roehampton","SW15 5JJ",51.4625396728516,-0.251494705677032,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN11","Independent Sector","Priory Hospital Woking","GU21 2QF",51.31982421875,-0.622614145278931,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN12","Independent Sector","Priory Hospital Southampton","SO40 4WU",50.8796310424805,-1.44760763645172,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN13","Independent Sector","Priory Hospital Altrincham","WA15 0NU",53.3655776977539,-2.33195185661316,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN14","Independent Sector","Priory Hospital Preston","PR4 0HB",53.8020057678223,-2.78532338142395,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN15","Independent Sector","Priory Hospital North London","N14 6RA",51.6302719116211,-0.120334625244141,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN23","Independent Sector","Priory Hospital Cheadle Royal","SK8 3DG",53.3749389648438,-2.2214720249176,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN24","Independent Sector","Priory Hospital Middleton St George","DL2 1TS",54.5171089172363,-1.43314242362976,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN38","Independent Sector","Priory Hospital Bristol","BS16 1EQ",51.479736328125,-2.56675744056702,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTP11","Independent Sector","Southampton NHS Treatment Centre","SO14 0YG",50.9123916625977,-1.39706242084503,"NTP","Care UK",FALSE,FALSE,FALSE
"NTP15","Independent Sector","North East London NHS Treatment Centre","IG3 8YB",51.5805435180664,0.112121284008026,"NTP","Care UK",FALSE,FALSE,FALSE
"NTY48","Independent Sector","Tetbury Hospital","GL8 8XB",51.6351776123047,-2.15472936630249,"NTY","Other Private Healthcare Providers",FALSE,FALSE,TRUE
"NTY93","Independent Sector","Tarporley War Memorial Hospital Trust","CW6 0AP",53.1592216491699,-2.66672348976135,"NTY","Other Private Healthcare Providers",FALSE,FALSE,FALSE
"NT457","Independent Sector","BMI Woodlands Hospital","DL1 4PL",54.5203628540039,-1.50465571880341,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NTYF2","Independent Sector","Optegra Eye Hospital Birmingham","B4 7ET",52.4866409301758,-1.8909375667572,"NNH","Optegra UK",FALSE,FALSE,FALSE
"NV201","Independent Sector","The Huntercombe Hospital Maidenhead","SL6 0PQ",51.5187950134277,-0.659095942974091,"NV2","The Huntercombe Group",FALSE,FALSE,FALSE
"NV203","Independent Sector","The Huntercombe Hospital Stafford","ST19 9QT",52.6944122314453,-2.23326301574707,"NV2","The Huntercombe Group",FALSE,FALSE,FALSE
"NV302","Independent Sector","Circle Bath Hospital","BA2 8SF",51.311710357666,-2.41733407974243,"NV3","Circle Health",FALSE,FALSE,FALSE
"NV323","Independent Sector","Circle Reading Hospital","RG2 0NE",51.4293327331543,-0.976393759250641,"NV3","Circle Health",FALSE,FALSE,FALSE
"NV7R1","Independent Sector","Bupa Cromwell Hospital","SW5 0TU",51.4951057434082,-0.191370829939842,"NV7","Bupa Group",FALSE,FALSE,FALSE
"NVC01","Independent Sector","Ashtead Hospital","KT21 2SB",51.3043403625488,-0.303277969360352,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC02","Independent Sector","The Berkshire Independent Hospital","RG1 6UZ",51.4445495605469,-0.988298833370209,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC04","Independent Sector","Duchy Hospital","TR1 3UP",50.2679443359375,-5.09355354309082,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC05","Independent Sector","Euxton Hall Hospital","PR7 6DY",53.6609535217285,-2.67629885673523,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC06","Independent Sector","Fitzwilliam Hospital","PE3 9AQ",52.5764694213867,-0.297534763813019,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC07","Independent Sector","Fulwood Hall Hospital","PR2 9SZ",53.7863235473633,-2.68402099609375,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC08","Independent Sector","Mount Stuart Hospital","TQ1 4UP",50.47509765625,-3.541743516922,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC09","Independent Sector","New Hall Hospital","SP5 4EY",51.0307083129883,-1.76382923126221,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC11","Independent Sector","North Downs Hospital","CR3 6DP",51.2735557556152,-0.0791384056210518,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC12","Independent Sector","Oaklands Hospital","M6 8AQ",53.492301940918,-2.32104921340942,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC13","Independent Sector","Oaks Hospital","CO4 5XR",51.9062995910645,0.89499294757843,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC14","Independent Sector","Park Hill Hospital","DN2 5TH",53.5303649902344,-1.11160314083099,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC15","Independent Sector","Pinehill Hospital","SG4 9QZ",51.9502983093262,-0.262984931468964,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC16","Independent Sector","Renacres Hospital","L39 8SE",53.6001319885254,-2.95068287849426,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC17","Independent Sector","Rowley Hall Hospital","ST17 9AQ",52.7947807312012,-2.12626671791077,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC18","Independent Sector","Springfield Hospital","CM1 7GU",51.7533721923828,0.484612137079239,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC19","Independent Sector","Rivers Hospital","CM21 0HH",51.8070945739746,0.130471587181091,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC21","Independent Sector","West Midlands Hospital","B63 2AH",52.4578170776367,-2.07665967941284,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC22","Independent Sector","Winfield Hospital","GL2 9WH",51.880443572998,-2.24241662025452,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC23","Independent Sector","Woodland Hospital","NN16 8XF",52.4116287231445,-0.768490612506866,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC25","Independent Sector","Horton NHS Treatment Centre","OX16 9FG",52.053524017334,-1.3366494178772,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
"NVC27","Independent Sector","Boston West Hospital","PE21 8EG",52.9759178161621,-0.0335148051381111,"NVC","Ramsay Healthcare UK Operations Limited",FALSE,FALSE,FALSE
